student_id,age,gender,department,semester,attendance_pct,assignment_avg,assignment_completion_pct,quiz_avg,quiz_attempts,study_hours_week,participation_score,lms_login_count,lms_active_days,resources_accessed,video_completion_pct,previous_gpa,previous_failures,late_assignments,discussion_participation,support_requested,midterm_score,final_score,performance_level,risk_level
STU103752,19,Male,CSE,3,65.2,51.2,64.9,64.4,7,11.8,57.7,14,9.0,34,64.3,5.5,3,5,10.0,No,54.4,54.0,Average,Medium
STU103753,22,Male,EEE,2,73.9,63.4,79.3,58.1,11,14.8,,18,,44,66.9,6.26,0,1,11.0,No,73.0,63.3,Average,Medium
STU103754,22,Female,CIVIL,5,83.2,70.9,75.2,64.5,10,18.4,54.0,30,20.0,34,67.7,,3,0,7.0,Yes,82.3,58.5,Average,Medium
STU103755,23,Male,CSE,3,91.0,59.5,95.5,62.4,18,12.6,70.2,27,20.0,47,76.1,5.47,1,0,8.0,No,79.7,64.1,Average,Medium
STU103756,23,Male,CSE,2,78.7,55.2,69.3,64.5,14,8.0,63.9,24,20.0,22,75.6,5.73,1,2,10.0,No,64.0,59.0,Average,Medium
STU103757,24,Male,MECH,7,83.3,67.0,74.0,66.5,14,10.2,62.4,34,19.0,55,79.5,7.2,2,4,10.0,No,70.5,57.1,Average,Medium
STU103758,18,Female,CIVIL,5,61.1,55.9,66.2,46.2,9,12.9,48.0,11,10.0,8,48.1,5.15,1,4,8.0,Yes,48.6,33.2,Poor,High
STU103759,20,Male,AI&DS,2,71.3,66.5,79.6,69.4,14,17.0,71.4,23,12.0,30,72.3,8.52,2,4,8.0,No,67.6,54.4,Average,Medium
STU103760,20,Male,MECH,4,49.2,37.8,58.8,50.8,12,7.7,52.9,23,13.0,39,60.0,5.76,2,1,6.0,Yes,45.9,49.5,Poor,High
STU103761,20,Female,CSE,2,82.6,66.7,90.3,47.5,16,17.1,75.7,20,11.0,44,71.3,5.82,2,2,11.0,Yes,67.4,60.4,Average,Medium
STU103762,19,Male,ECE,8,83.4,79.5,66.0,70.4,12,15.7,64.3,30,18.0,40,84.9,6.68,1,3,9.0,No,73.0,65.0,Average,Medium
STU103763,19,Male,MECH,5,68.6,73.4,61.5,49.8,6,11.5,57.2,28,15.0,34,56.7,7.32,2,3,5.0,Yes,58.1,43.5,Poor,High
STU103764,24,Female,CSE,8,68.1,60.6,75.6,73.0,9,9.2,44.2,25,16.0,27,67.1,8.54,0,1,8.0,No,58.2,57.0,Average,Medium
STU103765,24,Male,AI&DS,4,75.7,91.8,64.7,64.9,12,12.7,64.5,25,14.0,19,62.9,5.91,1,4,14.0,No,,70.1,Good,Low
STU103766,22,Male,EEE,8,87.0,77.3,78.3,68.9,11,20.0,78.8,24,14.0,41,60.8,8.69,1,0,10.0,No,78.3,80.2,Excellent,Low
STU103767,21,Female,AI&DS,8,73.5,65.4,65.5,67.2,15,19.2,57.2,28,17.0,47,69.2,8.09,1,3,13.0,No,70.1,67.0,Good,Low
STU103768,21,Female,IT,6,85.4,89.0,69.4,76.0,12,18.7,64.6,36,18.0,46,75.6,6.39,2,0,16.0,No,65.1,76.4,Good,Low
STU103769,22,Male,IT,4,86.6,80.9,77.4,69.8,14,18.3,80.2,32,19.0,36,69.0,8.41,1,3,11.0,No,71.5,69.7,Good,Low
STU103770,24,Female,EEE,8,69.1,75.0,88.5,69.5,11,21.4,76.2,31,22.0,55,74.4,,1,1,13.0,No,75.4,73.2,Good,Low
STU103771,20,Female,CIVIL,6,67.3,62.2,64.4,57.4,12,9.0,53.0,18,13.0,36,60.9,6.57,1,4,8.0,No,52.0,46.9,Poor,High
STU103772,21,Female,IT,3,72.2,61.1,65.6,51.6,10,13.5,77.5,12,20.0,33,65.9,5.37,1,2,7.0,No,56.3,51.5,Average,Medium
STU103773,24,Female,MECH,2,91.9,72.7,76.8,73.0,10,16.5,61.1,32,20.0,38,75.2,5.85,1,0,9.0,No,74.2,70.8,Good,Low
STU103774,24,Female,CIVIL,5,84.8,54.8,78.0,49.4,12,15.2,62.5,33,15.0,54,72.6,6.55,1,1,13.0,Yes,52.2,65.7,Good,Low
STU103775,19,Male,CSE,3,73.8,75.5,67.2,67.9,10,12.2,69.1,23,18.0,31,72.4,7.93,0,0,10.0,No,77.8,65.5,Good,Low
STU103776,19,Female,CIVIL,7,81.1,64.1,69.5,28.7,11,12.8,58.8,25,11.0,16,69.3,6.51,1,2,7.0,No,56.9,45.2,Poor,High
STU103777,19,Male,AI&DS,5,81.9,56.2,69.2,54.9,11,15.2,67.3,14,15.0,33,60.3,5.49,2,2,8.0,No,59.7,67.7,Good,Low
STU103778,18,Male,CSE,5,74.0,58.3,61.1,58.2,12,6.8,81.5,28,13.0,37,52.0,6.65,2,5,10.0,No,64.9,53.1,Average,Medium
STU103779,22,Female,EEE,3,53.2,60.3,74.1,60.2,11,14.5,72.6,25,12.0,42,61.2,7.39,0,2,11.0,No,58.6,51.0,Average,Medium
STU103780,21,Male,AI&DS,3,61.8,52.1,48.6,35.8,12,1.0,74.2,20,15.0,30,53.4,6.26,1,2,14.0,Yes,61.3,44.4,Poor,High
STU103781,18,Male,CSE,3,85.6,80.2,86.5,59.3,14,10.8,72.7,43,18.0,52,91.7,7.48,2,0,9.0,No,79.6,68.5,Good,Low
STU103782,19,Male,EEE,6,57.1,35.4,57.4,32.2,8,7.3,40.6,10,5.0,24,10.9,4.82,1,5,3.0,No,58.3,27.1,Poor,High
STU103783,21,Female,CSE,7,66.7,49.5,76.5,51.9,17,17.7,82.5,32,20.0,31,62.2,6.18,2,2,12.0,Yes,58.4,58.6,Average,Medium
STU103784,23,Female,IT,8,83.5,77.8,99.4,80.4,13,17.1,72.0,41,23.0,61,57.3,8.14,0,0,15.0,No,94.3,85.6,Excellent,Low
STU103785,22,Male,IT,6,75.3,75.4,83.3,70.9,17,19.4,67.8,29,19.0,45,73.2,8.68,0,5,14.0,No,69.5,73.9,Good,Low
STU103786,21,Female,MECH,5,66.0,44.8,52.6,48.8,9,6.0,63.1,25,12.0,34,43.4,6.18,4,5,7.0,Yes,62.6,38.4,Poor,High
STU103787,19,Male,AI&DS,6,75.0,58.9,72.7,55.5,8,11.9,53.6,17,15.0,23,49.9,6.68,0,2,3.0,No,62.7,78.4,Good,Low
STU103788,20,Female,EEE,3,83.3,71.5,74.3,59.0,16,13.7,75.5,33,17.0,34,91.2,7.92,0,0,16.0,No,72.7,57.1,Average,Medium
STU103789,23,Female,CSE,8,76.5,72.4,74.3,82.8,13,22.4,78.7,27,21.0,48,75.3,8.41,0,2,14.0,No,79.4,75.0,Good,Low
STU103790,23,Male,EEE,2,68.0,48.6,73.2,40.6,11,9.1,36.3,20,8.0,42,63.2,5.7,2,2,8.0,Yes,56.1,49.4,Poor,High
STU103791,24,Female,AI&DS,8,63.1,50.4,64.4,45.0,10,8.7,49.6,20,10.0,15,63.5,6.82,0,3,9.0,Yes,54.5,53.9,Average,Medium
STU103792,21,Male,ECE,2,81.4,64.8,80.5,81.2,11,20.0,51.2,23,13.0,48,67.8,8.06,2,3,9.0,No,61.3,55.5,Average,Medium
STU103793,19,Male,CSE,8,66.8,60.0,47.5,34.7,10,11.2,72.5,28,16.0,15,40.9,6.6,1,4,10.0,Yes,54.2,49.0,Poor,High
STU103794,21,Male,IT,7,66.7,69.6,72.0,62.8,10,14.7,60.5,26,14.0,40,76.4,7.8,0,6,4.0,No,66.7,56.5,Average,Medium
STU103795,24,Male,CSE,4,64.2,54.7,64.9,41.4,8,9.4,41.5,8,7.0,28,37.9,5.97,3,2,6.0,Yes,53.5,44.6,Poor,High
STU103796,19,Other,ECE,5,77.7,52.7,60.6,61.8,12,10.3,76.6,30,16.0,25,72.8,,1,5,13.0,Yes,69.4,52.0,Average,Medium
STU103797,23,Female,AI&DS,4,68.0,47.6,63.2,47.7,13,1.8,74.6,21,15.0,24,62.4,5.47,3,2,10.0,Yes,54.8,43.4,Poor,High
STU103798,24,Female,EEE,3,73.2,53.7,56.8,46.4,12,12.8,55.7,21,13.0,40,45.4,5.26,2,5,6.0,Yes,52.4,50.8,Average,Medium
STU103799,23,Female,IT,4,90.1,58.5,78.9,64.1,9,15.4,57.7,27,16.0,34,56.0,7.33,0,2,10.0,No,76.7,59.3,Average,Medium
STU103800,22,Male,CSE,8,79.3,63.5,63.8,52.4,9,8.4,59.4,29,18.0,35,87.3,5.11,2,4,13.0,No,65.0,54.1,Average,Medium
STU103801,20,Male,CSE,3,69.7,63.5,78.6,70.0,11,15.3,64.9,25,21.0,30,51.8,6.84,2,4,11.0,Yes,68.0,65.4,Good,Low
STU103802,23,Female,CSE,5,72.2,54.4,60.3,56.0,7,17.2,52.4,21,15.0,12,49.8,6.47,1,1,8.0,No,58.9,56.7,Average,Medium
STU103803,19,Male,EEE,6,77.1,52.8,95.2,58.2,10,17.1,51.9,23,20.0,32,77.9,7.09,1,0,11.0,No,60.0,54.2,Average,Medium
STU103804,23,Female,EEE,7,80.5,69.4,85.2,61.3,11,22.2,48.8,39,16.0,48,62.2,7.03,3,2,12.0,No,63.6,68.9,Good,Low
STU103805,20,Male,CIVIL,4,79.2,59.4,100.0,65.0,18,12.7,59.2,29,21.0,45,88.7,6.85,1,0,11.0,No,59.6,73.3,Good,Low
STU103806,21,Male,CIVIL,7,62.1,40.7,61.3,31.7,10,6.9,35.6,13,10.0,28,52.2,4.0,2,5,6.0,No,47.0,33.9,Poor,High
STU103807,21,Male,CSE,3,79.2,62.8,67.7,42.6,10,12.7,59.0,27,21.0,28,75.5,6.51,2,3,12.0,No,64.4,50.3,Average,Medium
STU103808,18,Male,IT,7,81.4,63.0,68.6,69.8,6,13.1,49.9,17,14.0,30,70.7,,2,0,8.0,Yes,66.4,65.1,Good,Low
STU103809,24,Male,CIVIL,2,80.8,73.5,77.1,52.1,12,12.2,53.2,32,19.0,47,68.4,6.55,2,3,8.0,No,60.0,56.2,Average,Medium
STU103810,22,Male,EEE,8,80.3,62.1,55.7,52.5,10,4.8,63.8,20,,40,43.7,6.91,0,3,9.0,Yes,60.5,62.4,Average,Medium
STU103811,22,Male,AI&DS,2,77.6,60.6,85.9,94.7,18,19.4,97.3,36,22.0,41,62.2,7.49,0,0,12.0,Yes,82.3,77.6,Good,Low
STU103812,18,Female,MECH,8,76.5,59.6,73.5,54.1,11,7.7,63.1,26,22.0,24,61.5,5.54,2,3,6.0,No,69.0,59.6,Average,Medium
STU103813,23,Male,EEE,7,61.3,76.6,73.5,46.9,10,14.7,80.2,19,12.0,34,55.4,5.87,1,2,7.0,Yes,54.1,54.9,Average,Medium
STU103814,24,Male,AI&DS,2,93.8,64.0,94.4,70.2,17,14.8,87.3,40,24.0,56,84.2,7.27,1,0,20.0,No,80.4,76.0,Good,Low
STU103815,23,Male,CSE,7,89.5,94.3,74.7,60.0,12,17.2,74.8,21,23.0,43,83.9,6.65,2,3,12.0,No,87.6,75.6,Good,Low
STU103816,19,Male,EEE,4,79.4,54.7,63.5,45.4,10,9.9,58.6,22,11.0,39,39.6,6.47,2,3,12.0,Yes,63.9,46.8,Poor,High
STU103817,19,Male,EEE,8,76.1,58.0,73.4,63.7,14,14.3,74.0,28,13.0,46,54.0,5.92,0,4,11.0,No,60.5,46.1,Poor,High
STU103818,20,Male,CSE,8,75.9,77.5,55.7,84.4,12,14.2,85.2,25,21.0,55,52.9,6.41,2,2,9.0,No,70.8,63.5,Average,Medium
STU103819,18,Male,IT,8,85.1,83.2,98.0,82.3,13,21.7,75.5,27,17.0,36,50.5,7.89,1,1,10.0,Yes,81.0,73.1,Good,Low
STU103820,21,Female,CSE,6,78.7,56.0,79.0,63.9,10,11.0,65.3,20,12.0,33,70.4,6.53,1,4,7.0,No,75.0,57.8,Average,Medium
STU103821,21,Male,AI&DS,8,90.8,80.7,75.4,81.0,11,12.3,59.4,30,,52,70.7,7.51,2,3,12.0,No,85.7,63.1,Average,Medium
STU103822,21,Male,AI&DS,5,91.0,86.7,85.3,69.4,15,13.0,59.2,33,19.0,45,53.9,8.03,0,1,12.0,No,78.1,72.1,Good,Low
STU103823,24,Female,MECH,2,74.5,59.2,70.2,42.2,7,,49.6,23,12.0,27,59.4,7.0,1,3,4.0,No,66.3,61.1,Average,Medium
STU103824,22,Male,CSE,8,74.4,69.3,71.2,54.2,13,12.0,85.9,34,23.0,40,44.3,5.84,2,1,11.0,No,63.2,61.2,Average,Medium
STU103825,20,Male,MECH,2,57.2,54.1,52.7,67.7,8,7.1,69.6,17,10.0,24,46.0,6.13,1,6,8.0,No,58.2,40.4,Poor,High
STU103826,23,Male,ECE,6,59.4,51.5,52.3,43.2,12,9.3,36.1,18,8.0,18,63.2,6.2,0,0,8.0,No,49.4,51.3,Average,Medium
STU103827,20,Female,CSE,5,86.0,67.3,84.4,70.2,14,15.6,91.2,28,21.0,44,66.1,8.02,1,4,11.0,Yes,68.5,62.2,Average,Medium
STU103828,23,Female,CSE,4,61.2,52.2,54.5,61.1,8,7.8,72.2,17,14.0,30,58.9,6.59,1,2,7.0,No,55.5,40.5,Poor,High
STU103829,24,Male,ECE,7,79.6,67.1,79.4,66.6,13,13.9,79.0,26,13.0,44,73.2,5.98,1,0,11.0,No,60.0,59.8,Average,Medium
STU103830,24,Female,ECE,3,65.8,51.7,58.0,55.2,11,13.4,55.8,29,13.0,29,53.7,5.29,1,7,9.0,No,50.9,50.7,Average,Medium
STU103831,21,Female,CSE,8,65.6,64.7,60.9,56.4,14,10.8,69.4,20,16.0,31,57.1,6.4,0,2,7.0,No,83.3,57.0,Average,Medium
STU103832,21,Female,ECE,7,85.2,89.8,69.2,100.0,10,12.6,,24,13.0,34,49.1,8.78,0,2,9.0,No,93.2,74.7,Good,Low
STU103833,20,Male,ECE,8,86.2,63.0,86.5,66.2,15,17.4,59.9,25,17.0,35,81.3,6.75,2,3,11.0,Yes,67.7,70.5,Good,Low
STU103834,21,Female,IT,7,73.5,53.7,61.3,64.2,8,14.3,78.9,15,11.0,32,48.9,5.18,1,4,10.0,No,61.5,55.5,Average,Medium
STU103835,24,Male,MECH,7,75.6,73.4,74.3,74.3,16,21.2,67.4,36,18.0,19,64.5,8.79,0,2,11.0,No,69.7,68.8,Good,Low
STU103836,24,Male,CSE,8,68.9,66.8,84.2,80.2,14,14.0,53.5,31,17.0,49,53.8,7.2,0,3,11.0,No,78.9,66.2,Good,Low
STU103837,22,Female,ECE,8,60.5,63.1,48.2,54.7,10,20.3,46.8,14,11.0,29,76.2,7.39,2,2,9.0,No,55.3,48.3,Poor,High
STU103838,19,Female,CSE,7,74.5,62.4,80.3,67.7,14,15.1,80.2,23,12.0,26,79.7,6.25,0,3,11.0,No,69.0,66.7,Good,Low
STU103839,20,Male,ECE,7,70.1,72.3,75.9,52.0,10,21.9,62.0,20,10.0,15,55.7,7.28,1,6,9.0,No,63.4,57.5,Average,Medium
STU103840,19,Male,AI&DS,3,84.5,74.9,79.0,66.0,12,17.4,55.2,19,17.0,33,63.4,5.5,3,3,9.0,No,71.6,72.0,Good,Low
STU103841,19,Female,IT,3,71.8,44.2,66.9,50.4,7,12.9,53.7,23,13.0,1,68.5,4.34,1,3,5.0,No,44.9,57.8,Average,Medium
STU103842,18,Female,ECE,4,64.8,67.1,61.2,72.8,12,10.1,72.6,20,13.0,52,,6.12,2,2,8.0,Yes,70.2,49.0,Poor,High
STU103843,23,Female,CIVIL,4,96.7,72.3,68.5,65.2,13,11.2,66.2,21,21.0,25,49.8,6.65,1,2,10.0,Yes,67.3,62.0,Average,Medium
STU103844,23,Male,EEE,4,91.3,79.7,100.0,81.8,19,19.6,92.9,36,27.0,68,99.9,8.27,0,0,20.0,No,84.7,96.4,Excellent,Low
STU103845,19,Male,AI&DS,4,91.4,78.2,88.9,71.8,16,13.9,65.3,33,22.0,46,93.0,6.91,2,4,11.0,No,86.2,71.8,Good,Low
STU103846,22,Female,AI&DS,3,54.6,27.3,55.9,26.7,6,4.4,40.8,21,8.0,15,36.4,5.17,0,3,9.0,Yes,42.0,43.0,Poor,High
STU103847,19,Male,CSE,5,65.0,67.0,51.9,40.0,12,10.7,39.5,12,12.0,35,52.8,6.55,1,5,3.0,Yes,57.0,46.7,Poor,High
STU103848,19,Female,CIVIL,7,92.7,86.5,76.8,61.4,13,19.2,77.8,27,17.0,38,75.2,8.45,2,6,12.0,No,67.4,66.7,Good,Low
STU103849,19,Female,IT,7,69.7,64.0,68.9,85.7,15,13.7,70.8,32,20.0,40,73.4,7.23,1,1,8.0,No,84.4,60.6,Average,Medium
STU103850,18,Female,AI&DS,2,85.7,56.0,64.3,51.6,16,13.9,58.0,20,15.0,42,59.5,6.38,0,2,6.0,Yes,70.2,56.0,Average,Medium
STU103851,23,Female,ECE,5,76.7,85.7,78.5,73.0,14,13.0,71.5,31,15.0,52,76.2,6.79,0,2,10.0,Yes,74.5,67.0,Good,Low
STU103852,18,Male,AI&DS,5,64.2,75.5,64.2,47.0,11,10.6,58.2,23,16.0,34,26.5,5.87,2,5,10.0,Yes,64.9,64.0,Average,Medium
STU103853,20,Female,ECE,7,60.2,43.7,69.9,46.1,5,5.4,53.5,7,13.0,20,46.5,5.05,2,2,11.0,Yes,59.7,39.9,Poor,High
STU103854,21,Other,IT,8,65.6,58.8,83.7,50.1,11,12.1,48.6,23,17.0,26,69.2,6.66,0,4,5.0,No,60.8,60.7,Average,Medium
STU103855,22,Female,CSE,4,65.0,61.2,77.3,58.7,12,13.3,63.9,22,12.0,31,61.8,7.09,1,4,6.0,No,66.2,53.7,Average,Medium
STU103856,19,Male,AI&DS,7,53.6,44.4,47.9,23.8,8,4.7,39.8,18,12.0,11,45.7,5.56,2,2,13.0,Yes,43.1,36.2,Poor,High
STU103857,21,Male,MECH,6,71.1,64.1,56.7,33.0,11,9.7,55.3,20,10.0,19,71.5,5.49,2,3,14.0,Yes,53.1,48.6,Poor,High
STU103858,23,Female,AI&DS,3,74.1,60.3,62.9,48.2,12,12.8,72.2,30,18.0,36,63.9,6.59,1,4,11.0,Yes,57.2,38.9,Poor,High
STU103859,20,Female,CSE,5,80.9,57.1,88.2,47.9,13,12.2,60.4,28,17.0,26,70.1,5.52,1,1,10.0,Yes,61.0,56.1,Average,Medium
STU103860,24,Male,AI&DS,2,89.6,66.2,86.8,76.5,9,13.8,71.4,12,,43,64.2,5.92,0,0,9.0,No,73.3,75.1,Good,Low
STU103861,21,Male,MECH,2,74.2,48.9,53.3,65.6,11,10.7,40.8,16,5.0,12,37.5,5.27,2,3,4.0,Yes,70.7,39.6,Poor,High
STU103862,23,Male,IT,4,76.9,80.3,85.5,78.3,12,16.8,62.4,30,18.0,26,77.9,7.1,0,3,11.0,No,75.2,68.3,Good,Low
STU103863,18,Male,IT,8,74.4,51.2,61.4,18.9,8,12.2,67.3,25,12.0,34,54.9,5.43,1,0,10.0,Yes,62.5,53.2,Average,Medium
STU103864,23,Male,EEE,6,90.9,87.7,94.9,94.8,13,15.5,96.8,42,23.0,58,80.7,8.74,0,1,14.0,No,84.6,94.0,Excellent,Low
STU103865,21,Female,CIVIL,6,53.8,54.4,70.0,39.6,8,7.5,59.6,21,14.0,31,50.4,4.23,2,4,8.0,Yes,61.3,36.9,Poor,High
STU103866,24,Female,EEE,7,79.7,54.0,75.7,33.5,11,9.7,56.3,19,,23,35.7,4.59,2,2,15.0,No,60.0,46.9,Poor,High
STU103867,22,Male,ECE,5,89.5,71.9,87.7,83.5,18,16.6,80.4,38,20.0,54,67.1,5.86,1,0,13.0,Yes,66.9,77.6,Good,Low
STU103868,23,Female,CSE,5,80.1,80.7,75.3,72.7,12,17.2,80.4,35,16.0,44,66.9,7.84,2,2,11.0,No,73.9,71.0,Good,Low
STU103869,19,Male,AI&DS,3,85.4,64.9,81.0,54.8,14,11.6,66.5,31,23.0,40,69.7,7.91,2,0,15.0,No,64.5,63.8,Average,Medium
STU103870,21,Female,ECE,3,77.3,68.8,75.6,59.8,13,16.3,60.2,25,14.0,42,67.5,7.9,1,5,12.0,Yes,62.3,65.1,Good,Low
STU103871,23,Female,IT,8,69.8,71.6,69.1,57.9,10,19.9,64.1,31,19.0,27,78.5,7.3,2,1,11.0,No,72.1,63.7,Average,Medium
STU103872,23,Male,EEE,6,61.8,54.9,75.2,53.4,6,11.1,34.8,16,10.0,26,49.3,5.32,1,4,3.0,Yes,55.5,43.2,Poor,High
STU103873,20,Female,IT,2,77.0,68.4,80.3,60.2,12,8.8,77.6,30,16.0,40,58.7,5.4,1,1,17.0,No,69.2,59.4,Average,Medium
STU103874,21,Male,AI&DS,4,72.9,46.9,73.4,45.9,17,10.0,74.8,28,24.0,43,87.6,5.81,1,3,14.0,Yes,38.6,55.5,Average,Medium
STU103875,19,Female,CSE,7,67.3,52.4,78.2,30.7,9,8.1,67.1,26,17.0,34,63.8,6.56,0,3,11.0,No,46.4,57.2,Average,Medium
STU103876,21,Female,IT,7,93.4,74.0,83.7,60.4,14,13.0,75.3,32,23.0,57,73.6,6.84,0,1,17.0,No,72.8,71.0,Good,Low
STU103877,21,Female,AI&DS,6,67.2,56.0,67.6,46.3,9,12.8,33.1,15,14.0,33,28.2,5.05,2,5,9.0,No,70.9,49.8,Poor,High
STU103878,18,Male,ECE,2,77.6,64.0,81.0,52.9,11,8.0,56.1,23,14.0,27,78.3,6.57,2,1,7.0,Yes,62.7,66.4,Good,Low
STU103879,24,Male,CSE,4,62.7,37.8,75.5,46.4,7,9.9,40.5,25,11.0,7,48.3,5.18,1,1,12.0,Yes,47.5,42.6,Poor,High
STU103880,22,Male,IT,4,76.2,76.6,86.0,62.8,14,18.6,72.4,30,16.0,19,70.9,8.02,0,1,9.0,Yes,73.7,78.4,Good,Low
STU103881,19,Male,CSE,3,52.0,44.5,62.3,64.2,11,14.5,61.0,25,,41,45.4,6.1,0,3,3.0,No,65.8,46.7,Poor,High
STU103882,24,Male,IT,4,72.0,64.0,66.2,72.9,9,19.1,76.9,27,14.0,27,,8.61,0,4,8.0,No,78.2,48.5,Poor,High
STU103883,22,Male,CSE,4,76.8,71.7,79.0,73.5,10,12.1,87.0,29,19.0,41,86.5,7.33,2,0,9.0,No,81.7,73.0,Good,Low
STU103884,22,Female,CSE,6,85.8,76.1,96.5,74.7,19,22.7,91.0,39,30.0,63,83.6,8.1,0,0,16.0,No,83.4,93.8,Excellent,Low
STU103885,24,Male,CIVIL,4,61.9,59.1,77.6,69.4,14,13.0,67.6,28,20.0,39,63.9,6.71,2,0,9.0,No,59.2,50.0,Average,Medium
STU103886,20,Male,AI&DS,4,69.4,55.9,77.8,58.6,15,18.8,82.2,31,17.0,62,74.4,7.49,2,0,13.0,No,75.4,61.0,Average,Medium
STU103887,20,Female,AI&DS,8,81.1,56.2,59.6,42.2,8,13.9,61.3,21,19.0,38,58.6,5.56,1,6,8.0,No,43.8,49.1,Poor,High
STU103888,22,Male,EEE,4,64.5,63.9,62.3,65.2,14,12.0,47.5,18,10.0,23,62.0,5.51,1,3,8.0,Yes,67.1,44.0,Poor,High
STU103889,24,Female,AI&DS,3,70.2,51.4,72.7,51.3,10,12.9,47.3,25,16.0,28,64.4,6.22,1,0,8.0,No,45.5,72.7,Good,Low
STU103890,23,Female,AI&DS,7,69.5,58.8,58.5,47.1,13,18.9,95.0,27,20.0,50,80.0,5.68,2,2,11.0,No,72.1,48.1,Poor,High
STU103891,23,Female,CSE,3,67.4,59.0,56.6,35.8,11,4.2,62.8,7,15.0,22,46.1,6.4,2,2,3.0,No,53.3,49.8,Poor,High
STU103892,23,Male,ECE,3,66.2,38.0,55.4,39.1,9,8.3,55.5,18,14.0,29,39.9,5.62,2,2,7.0,No,42.8,41.9,Poor,High
STU103893,18,Female,CSE,7,64.9,43.2,56.9,35.2,11,2.9,58.4,30,11.0,41,48.2,4.0,1,4,11.0,Yes,50.8,37.2,Poor,High
STU103894,21,Female,CIVIL,3,82.8,53.2,67.7,55.0,9,10.5,,28,18.0,23,56.7,5.14,1,6,12.0,Yes,54.2,47.8,Poor,High
STU103895,20,Female,MECH,2,94.6,74.1,67.2,71.0,9,16.7,71.4,24,14.0,26,79.7,6.83,1,3,8.0,No,78.0,73.5,Good,Low
STU103896,20,Female,AI&DS,2,73.0,47.7,57.3,42.4,10,7.6,41.0,13,14.0,9,47.7,,2,1,8.0,No,55.2,45.4,Poor,High
STU103897,23,Female,ECE,7,66.3,39.6,74.9,52.5,8,8.1,49.9,15,9.0,10,46.4,5.03,1,2,6.0,No,51.4,50.6,Average,Medium
STU103898,20,Male,EEE,3,88.7,78.9,91.8,85.8,19,14.2,83.7,23,23.0,41,84.1,8.92,0,0,12.0,No,88.3,82.4,Excellent,Low
STU103899,23,Male,MECH,4,62.6,52.9,71.6,47.2,10,12.9,78.1,29,15.0,34,74.0,5.28,2,4,5.0,No,59.0,55.2,Average,Medium
STU103900,24,Female,ECE,5,94.5,71.0,96.0,52.1,12,14.7,63.2,22,19.0,28,54.6,5.63,0,2,11.0,No,70.0,57.2,Average,Medium
STU103901,21,Female,EEE,3,78.0,78.8,69.1,64.8,15,16.0,88.4,36,19.0,48,72.2,7.3,0,1,13.0,Yes,84.6,58.2,Average,Medium
STU103902,19,Female,CSE,3,74.5,60.2,86.5,47.4,13,14.2,59.1,17,21.0,38,45.8,6.02,0,2,13.0,Yes,53.4,64.7,Average,Medium
STU103903,22,Male,ECE,2,70.8,58.7,71.1,49.8,12,10.8,70.8,27,19.0,46,78.0,5.07,2,4,18.0,No,57.3,43.0,Poor,High
STU103904,24,Male,CSE,2,77.4,75.6,82.3,55.8,12,15.0,62.5,30,17.0,63,70.9,6.52,1,3,7.0,No,72.6,70.0,Good,Low
STU103905,20,Female,IT,8,53.0,61.2,62.3,57.0,13,10.2,60.5,12,10.0,22,58.0,5.83,1,2,10.0,Yes,50.7,47.3,Poor,High
STU103906,19,Female,ECE,8,81.9,100.0,79.8,95.8,15,20.5,95.4,29,23.0,51,100.0,9.25,0,2,16.0,Yes,76.1,78.9,Good,Low
STU103907,21,Male,EEE,6,61.9,49.6,71.7,39.3,6,8.5,62.2,15,6.0,15,55.0,4.39,2,4,5.0,No,51.5,49.7,Poor,High
STU103908,24,Female,ECE,5,69.4,52.6,54.3,53.0,8,11.3,29.5,8,11.0,3,42.7,4.98,1,3,7.0,Yes,62.6,53.5,Average,Medium
STU103909,21,Female,CSE,7,92.5,43.6,67.7,46.6,11,10.4,62.0,21,21.0,21,62.2,4.84,1,3,9.0,Yes,61.1,57.8,Average,Medium
STU103910,21,Female,CSE,7,72.0,48.6,77.5,47.4,7,9.1,39.8,8,13.0,24,47.3,4.87,2,4,8.0,Yes,52.2,43.8,Poor,High
STU103911,21,Female,AI&DS,5,57.0,85.9,80.8,52.5,13,18.0,61.2,29,18.0,35,81.5,8.68,1,6,7.0,Yes,63.4,59.8,Average,Medium
STU103912,23,Male,MECH,7,82.6,77.1,81.9,79.4,17,25.2,95.5,38,19.0,67,98.1,10.0,1,1,13.0,No,79.4,76.1,Good,Low
STU103913,20,Male,EEE,2,97.4,53.6,67.5,51.0,7,10.6,65.7,13,13.0,24,41.6,6.34,2,3,3.0,Yes,73.6,46.6,Poor,High
STU103914,23,Male,CSE,3,60.7,49.0,54.0,42.4,5,5.6,53.4,8,12.0,35,37.3,5.32,2,2,8.0,No,66.1,42.6,Poor,High
STU103915,24,Male,ECE,7,41.9,27.7,48.5,48.3,10,7.7,52.2,13,13.0,17,50.0,4.38,1,5,11.0,Yes,45.8,37.3,Poor,High
STU103916,23,Male,AI&DS,5,79.6,72.2,52.4,60.4,9,14.8,56.5,26,15.0,20,57.3,5.9,2,3,7.0,Yes,64.7,55.2,Average,Medium
STU103917,24,Female,EEE,7,64.0,65.8,69.0,60.7,11,15.2,59.1,26,15.0,38,59.6,5.05,1,2,10.0,Yes,64.9,67.1,Good,Low
